DVSN,STTN FROM,STTN TO,RR NO.,RR DATE,FNR,P/T,INVC NO.,INVC DATE,CMDT,CNSR,CNSR GSTIN,CNSG,CNSG GSTIN,RLY GSTIN,TAX INVCID,FREIGHT PAID BY,ADVANCE FREIGHT SCHEME,ROUND TRIP TRAFFIC,CHRG WGHT,ACTL WGHT,CHRG CLSS,RATE(Q),BSC FRGT,POL,TOTL FRGT(EXCLUDE GST),IGST,CGST,SGST,UGST,TOTL GST,TDS IGST,TDS CGST,TDS SGST,TDS UGST,TOTL TDS,TDS REGISTRATION NO.,TOTL FRGT(INCLUDE GST),DMRG,P/M,OTHR CHRG CODE,OTHR CHRG AMNT,REBATE CODE,REBATE AMNT,E-PAYID
ADRA,BLSG,BSCS,262003693.0,2026-04-09,26040801999.0,P,1.0,2026-04-08,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140032.0,CNSR,N,N,4089.7,4081.2,145,1119.7,4579237.09,0.0,5858746.0,0.0,146468.65,146468.65,0.0,292938.0,0.0,0.0,0.0,0.0,0.0,,6151684.0,0.0,E,DCLA,17400.0,,0.0,SB00D8C462
ADRA,BLSG,BSCS,262003694.0,2026-04-11,26041102512.0,P,2.0,2026-04-11,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140040.0,CNSR,N,N,4172.9,4172.9,145,1119.7,4672396.13,0.0,5766523.0,0.0,144163.08,144163.08,0.0,288327.0,0.0,0.0,0.0,0.0,0.0,,6054850.0,0.0,E,DCLA,26550.0,,0.0,SB00D8D444
ADRA,BLSG,BSCS,262003696.0,2026-04-19,26041806089.0,P,3.0,2026-04-18,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140070.0,CNSR,N,N,4074.8,4066.7,145,1119.7,4562553.56,0.0,5624738.0,0.0,140618.45,140618.45,0.0,281237.0,0.0,0.0,0.0,0.0,0.0,,5905975.0,0.0,E,DCLA,17400.0,,0.0,SB00D90A17
ADRA,BLSG,BSCS,262003697.0,2026-04-20,26041903762.0,P,4.0,2026-04-19,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140072.0,CNSR,N,N,4082.3,4068.4,145,1119.7,4570951.31,0.0,5619438.0,0.0,140485.95,140485.95,0.0,280972.0,0.0,0.0,0.0,0.0,0.0,,5900410.0,0.0,E,DCLA,17400.0,,0.0,SB00D90F15
ADRA,BLSG,BSCS,262003698.0,2026-04-23,26042201768.0,P,5.0,2026-04-22,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926042370140084.0,CNSR,N,N,4071.7,4032.0,145,1119.7,4559082.49,0.0,5620547.0,0.0,140513.68,140513.68,0.0,281028.0,0.0,0.0,0.0,0.0,0.0,,5901575.0,0.0,E,DCLA,17400.0,,0.0,SB00D924D3
ADRA,BLSG,BSCS,262003703.0,2026-05-03,26050201994.0,P,6.0,2026-05-02,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140012.0,CNSR,N,N,4170.7,4168.1,145,1119.7,4669932.79,0.0,5772399.0,0.0,144309.98,144309.98,0.0,288620.0,0.0,0.0,0.0,0.0,0.0,,6061019.0,0.0,E,DCLA,35400.0,,0.0,SB00D96ED8
ADRA,BLSG,BSCS,262003705.0,2026-05-08,26050802359.0,P,7.0,2026-05-08,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140036.0,CNSR,N,N,4083.3,4076.0,145,1119.7,4572071.01,0.0,5620790.0,0.0,140519.75,140519.75,0.0,281040.0,0.0,0.0,0.0,0.0,0.0,,5901830.0,0.0,E,DCLA,17400.0,,0.0,SB00D99897
ADRA,BLSG,BSCS,262003706.0,2026-05-10,26051001674.0,P,8.0,2026-05-10,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140048.0,CNSR,N,N,4155.6,4135.6,145,1119.7,4653025.32,0.0,5709993.0,0.0,142749.83,142749.83,0.0,285500.0,0.0,0.0,0.0,0.0,0.0,,5995493.0,0.0,E,DCLA,8850.0,,0.0,SB00D9A68C
ADRA,BLSG,BSCS,262003707.0,2026-05-11,26051103042.0,P,9.0,2026-05-11,1421968.0,SAIL,23AAACS7062F1ZM,SAIL,20AAACS7062FAZJ,23AAAGM0289C1ZR,9926052370140052.0,CNSR,N,N,4160.6,4137.7,145,1119.7,4658623.82,0.0,5716753.0,0.0,142918.83,142918.83,0.0,285838.0,0.0,0.0,0.0,0.0,0.0,,6002591.0,0.0,E,DCLA,8850.0,,0.0,SB00D9ADAF
ADRA,BRMS,BSCS,261001394.0,2026-04-19,26033028215.0,P,1.0,2026-04-18,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140838.0,CNSG,N,N,2894.6,2890.4,145,516.1,1493903.06,0.0,1966218.0,98310.9,0.0,0.0,0.0,98311.0,0.0,0.0,0.0,0.0,0.0,,2064529.0,0.0,E,DCLA,13200.0,,0.0,SB00D90D67
ADRA,BRMS,BSCS,261001396.0,2026-04-23,26040415242.0,P,2.0,2026-04-23,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141044.0,CNSG,N,N,3134.0,3131.0,145,516.1,1617457.4,0.0,2204713.0,110235.65,0.0,0.0,0.0,110236.0,0.0,0.0,0.0,0.0,0.0,,2314949.0,0.0,E,DCLA,20700.0,,0.0,SB00D92A87
ADRA,BRMS,BSCS,261001398.0,2026-04-28,26041306941.0,P,3.0,2026-04-26,1421312.0,BSLC,21AABCT2118C1Z7,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141276.0,CNSG,N,N,3025.4,2922.8,145,516.1,1561408.94,0.0,2014660.0,100733.0,0.0,0.0,0.0,100733.0,0.0,0.0,0.0,0.0,0.0,,2115393.0,0.0,E,DCLA,6750.0,,0.0,SB00D94C5D
ADRA,BUA,BSCS,262000753.0,2026-04-11,26021505313.0,P,2.0,2026-04-10,1421310.0,SBTC,22ACRFS0436P1ZO,SAIL,20AAACS7062FAZJ,22AAAGM0289C1ZT,9926042257140012.0,CNSG,N,N,4102.0,3805.3,145,835.8,3428451.6,0.0,4455762.0,222788.1,0.0,0.0,0.0,222789.0,0.0,0.0,0.0,0.0,0.0,,4678551.0,0.0,E,DCLA,17700.0,,0.0,SB00D8CF4F
ADRA,BWSB,BSCS,161000591.0,2026-04-08,26040618742.0,P,1.0,2026-04-07,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080008.0,CNSG,N,N,2241.0,2192.8,145A,216.0,484056.0,345.6,484402.0,24220.1,0.0,0.0,0.0,24221.0,0.0,0.0,0.0,0.0,0.0,,508623.0,131370.0,E,POL1,345.6,,0.0,SB00D8BB69
ADRA,BWSB,BSCS,161000599.0,2026-05-06,26042811778.0,P,10.0,2026-05-05,2991489.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926051953080008.0,CNSG,N,N,3355.4,3132.0,145A,216.0,724766.4,0.0,1311511.0,65575.55,0.0,0.0,0.0,65576.0,0.0,0.0,0.0,0.0,0.0,,1377087.0,220320.0,E,DCLA,7200.0,,0.0,SB00D9889C
ADRA,BWSB,BSCS,161000600.0,2026-05-09,26043019340.0,P,11.0,2026-05-08,2991489.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926051953080012.0,CNSG,N,N,3481.6,3281.6,145A,216.0,752025.6,0.0,1924847.0,96242.35,0.0,0.0,0.0,96243.0,0.0,0.0,0.0,0.0,0.0,,2021090.0,197625.0,E,DCLA,15000.0,,0.0,SB00D99C0A
ADRA,BWSB,BSCS,161000601.0,2026-05-12,26050720286.0,P,12.0,2026-05-11,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080014.0,CNSG,N,N,3053.8,2894.4,145A,216.0,659620.8,0.0,1879931.0,93996.55,0.0,0.0,0.0,93997.0,0.0,0.0,0.0,0.0,0.0,,1973928.0,177885.0,E,ENHC,790200.0,,0.0,SB00D9AF9B
ADRA,BWSB,BSCS,161000602.0,2026-05-12,26050720295.0,P,13.0,2026-05-11,2991490.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080016.0,CNSG,N,N,1040.2,942.1,145A,216.0,224683.2,0.0,224684.0,11234.2,0.0,0.0,0.0,11235.0,0.0,0.0,0.0,0.0,0.0,,235919.0,0.0,E,,0.0,,0.0,SB00D9AF9F
ADRA,BWSB,BSCS,161000590.0,2026-04-08,26040618751.0,P,2.0,2026-04-07,2991491.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080008.0,CNSG,N,N,1821.0,1749.2,145A,216.0,393336.0,777.6,896044.0,44802.2,0.0,0.0,0.0,44803.0,0.0,0.0,0.0,0.0,0.0,,940847.0,0.0,E,ENHC,370560.0,,0.0,SB00D8BB66
ADRA,BWSB,BSCS,161000592.0,2026-04-20,26041617102.0,P,3.0,2026-04-19,2991489.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,2027.8,1962.4,145A,216.0,438004.8,0.0,1736155.0,86807.75,0.0,0.0,0.0,86808.0,0.0,0.0,0.0,0.0,0.0,,1822963.0,0.0,E,DCLA,17700.0,,0.0,SB00D914E9
ADRA,BWSB,BSCS,161000593.0,2026-04-20,26041617096.0,P,4.0,2026-04-19,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,2095.4,1927.9,145A,216.0,452606.4,0.0,452607.0,22630.35,0.0,0.0,0.0,22631.0,0.0,0.0,0.0,0.0,0.0,,475238.0,111510.0,E,,0.0,,0.0,SB00D914ED
ADRA,BWSB,BSCS,161000594.0,2026-04-23,26042103952.0,P,5.0,2026-04-22,2991324.0,BCCL,19AAACB7934M2Z7,BPSP,20AABCB8976G1ZP,19AAAGM0289C1ZG,9926041953080020.0,CNSG,N,N,4105.6,3953.9,145A,216.0,886809.6,0.0,1562030.0,78101.5,0.0,0.0,0.0,78102.0,0.0,0.0,0.0,0.0,0.0,,1640132.0,53100.0,E,DCLA,35400.0,,0.0,SB00D926BF
ADRA,BWSB,BSCS,161000595.0,2026-04-27,26042402844.0,P,6.0,2026-04-26,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080022.0,CNSG,N,N,2934.2,2774.6,145A,216.0,633787.2,0.0,1265579.0,63278.95,0.0,0.0,0.0,63279.0,0.0,0.0,0.0,0.0,0.0,,1328858.0,71340.0,E,DCLA,34800.0,,0.0,SB00D94488
ADRA,BWSB,BSCS,161000596.0,2026-04-27,26042402853.0,P,7.0,2026-04-26,2991489.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926041953080024.0,CNSG,N,N,1115.4,1003.7,145A,216.0,240926.4,0.0,247472.0,12373.6,0.0,0.0,0.0,12374.0,0.0,0.0,0.0,0.0,0.0,,259846.0,0.0,E,PCLA,6545.0,,0.0,SB00D9448D
ADRA,BWSB,BSCS,161000597.0,2026-05-01,26042903981.0,P,8.0,2026-05-01,2991324.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080000.0,CNSG,N,N,3134.8,2923.9,145A,216.0,677116.8,0.0,1448170.0,72408.5,0.0,0.0,0.0,72409.0,0.0,0.0,0.0,0.0,0.0,,1520579.0,122572.5,E,ENHC,648480.0,,0.0,SB00D9643F
ADRA,BWSB,BSCS,161000598.0,2026-05-01,26042903990.0,P,9.0,2026-05-01,2991491.0,BCCL,19AAACB7934M2Z7,SAIL,20AAACS7062FAZJ,19AAAGM0289C1ZG,9926051953080002.0,CNSG,N,N,978.0,945.1,145A,216.0,211248.0,0.0,211248.0,10562.4,0.0,0.0,0.0,10563.0,0.0,0.0,0.0,0.0,0.0,,221811.0,0.0,E,,0.0,,0.0,SB00D96444
ADRA,BYFS,BSCS,261010400.0,2026-04-21,26041824225.0,P,10.0,2026-04-20,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140924.0,CNSG,N,N,4083.2,4052.2,165,549.1,2242085.12,0.0,2775404.0,138770.2,0.0,0.0,0.0,138771.0,0.0,0.0,0.0,0.0,0.0,,2914175.0,0.0,E,DCLA,34800.0,,0.0,SB00D91AC8
ADRA,BYFS,BSCS,261010408.0,2026-04-23,26042126582.0,P,11.0,2026-04-21,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141020.0,CNSG,N,N,4567.6,4449.8,165,549.1,2508069.16,0.0,3085956.0,154297.8,0.0,0.0,0.0,154298.0,0.0,0.0,0.0,0.0,0.0,,3240254.0,0.0,E,DCLA,34800.0,,0.0,SB00D92946
ADRA,BYFS,BSCS,261010409.0,2026-04-23,26042202420.0,P,12.0,2026-04-22,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141022.0,CNSG,N,N,2966.8,2883.4,165,549.1,1629069.88,0.0,1994022.0,99701.1,0.0,0.0,0.0,99702.0,0.0,0.0,0.0,0.0,0.0,,2093724.0,0.0,E,DCLA,19800.0,,0.0,SB00D9294E
ADRA,BYFS,BSCS,261010419.0,2026-04-25,26042404222.0,P,13.0,2026-04-24,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141126.0,CNSG,N,N,3037.0,2955.4,165,549.1,1667616.7,0.0,2041322.0,102066.1,0.0,0.0,0.0,102067.0,0.0,0.0,0.0,0.0,0.0,,2143389.0,0.0,E,DCLA,20250.0,,0.0,SB00D935C0
ADRA,BYFS,BSCS,261010420.0,2026-04-25,26042005438.0,P,14.0,2026-04-24,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141152.0,CNSG,N,N,4073.4,4040.6,165,549.1,2236703.94,0.0,2730110.0,136505.5,0.0,0.0,0.0,136506.0,0.0,0.0,0.0,0.0,0.0,,2866616.0,0.0,E,DCLA,26100.0,,0.0,SB00D9397A
ADRA,BYFS,BSCS,261010428.0,2026-04-27,26042524128.0,P,15.0,2026-04-25,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141228.0,CNSG,N,N,3123.2,3105.0,165,549.1,1714949.12,0.0,2236361.0,111818.05,0.0,0.0,0.0,111819.0,0.0,0.0,0.0,0.0,0.0,,2348180.0,0.0,E,DCLA,34500.0,,0.0,SB00D94599
ADRA,BYFS,BSCS,261010429.0,2026-04-27,26042603054.0,P,16.0,2026-04-26,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154141228.0,CNSG,N,N,2969.0,2932.6,165,549.1,1630277.9,0.0,1998125.0,99906.25,0.0,0.0,0.0,99907.0,0.0,0.0,0.0,0.0,0.0,,2098032.0,0.0,E,DCLA,19800.0,,0.0,SB00D945C9
ADRA,BYFS,BSCS,261010449.0,2026-05-01,26042901327.0,P,17.0,2026-04-29,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140008.0,CNSG,N,N,3036.6,2998.4,165,549.1,1667397.06,0.0,2038880.0,101944.0,0.0,0.0,0.0,101944.0,0.0,0.0,0.0,0.0,0.0,,2140824.0,0.0,E,DCLA,20250.0,,0.0,SB00D962BF
ADRA,BYFS,BSCS,261010450.0,2026-05-01,26042518844.0,P,18.0,2026-04-29,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140010.0,CNSG,N,N,4573.2,4499.8,165,549.1,2511144.12,0.0,3084707.0,154235.35,0.0,0.0,0.0,154236.0,0.0,0.0,0.0,0.0,0.0,,3238943.0,0.0,E,DCLA,34800.0,,0.0,SB00D962D2
ADRA,BYFS,BSCS,261010466.0,2026-05-04,26050314456.0,P,19.0,2026-05-03,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140192.0,CNSG,N,N,3037.2,2994.2,165,549.1,1667726.52,0.0,2039559.0,101977.95,0.0,0.0,0.0,101978.0,0.0,0.0,0.0,0.0,0.0,,2141537.0,0.0,E,DCLA,20250.0,,0.0,SB00D97A86
ADRA,BYFS,BSCS,261010473.0,2026-05-06,26043026146.0,P,20.0,2026-05-05,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140268.0,CNSG,N,N,4566.8,4478.0,165,549.1,2507629.88,0.0,3054540.0,152727.0,0.0,0.0,0.0,152727.0,0.0,0.0,0.0,0.0,0.0,,3207267.0,0.0,E,DCLA,26100.0,,0.0,SB00D98664
ADRA,BYFS,BSCS,261010474.0,2026-05-06,26050518797.0,P,21.0,2026-05-05,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140280.0,CNSG,N,N,4066.6,3959.2,165,549.1,2232970.06,0.0,2725976.0,136298.8,0.0,0.0,0.0,136299.0,0.0,0.0,0.0,0.0,0.0,,2862275.0,0.0,E,DCLA,26100.0,,0.0,SB00D987E7
ADRA,BYFS,BSCS,261010480.0,2026-05-09,26050619537.0,P,22.0,2026-05-07,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140410.0,CNSG,N,N,4556.2,4434.4,165,549.1,2501809.42,0.0,3051256.0,152562.8,0.0,0.0,0.0,152563.0,0.0,0.0,0.0,0.0,0.0,,3203819.0,0.0,E,DCLA,26100.0,,0.0,SB00D99995
ADRA,BYFS,BSCS,261010482.0,2026-05-09,26050810206.0,P,23.0,2026-05-08,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140422.0,CNSG,N,N,3192.0,3172.8,165,549.1,1752727.2,0.0,2163522.0,108176.1,0.0,0.0,0.0,108177.0,0.0,0.0,0.0,0.0,0.0,,2271699.0,0.0,E,DCLA,14100.0,,0.0,SB00D99B1B
ADRA,BYFS,BSCS,261010483.0,2026-05-09,26050817476.0,P,24.0,2026-05-08,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140432.0,CNSG,N,N,2968.0,2918.0,165,549.1,1629728.8,0.0,1992852.0,99642.6,0.0,0.0,0.0,99643.0,0.0,0.0,0.0,0.0,0.0,,2092495.0,0.0,E,DCLA,19800.0,,0.0,SB00D99D40
ADRA,BYFS,BSCS,261010484.0,2026-05-10,26050900554.0,P,25.0,2026-05-09,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140460.0,CNSG,N,N,3039.8,2963.4,165,549.1,1669154.18,0.0,2051018.0,102550.9,0.0,0.0,0.0,102551.0,0.0,0.0,0.0,0.0,0.0,,2153569.0,0.0,E,DCLA,20250.0,,0.0,SB00D9A127
ADRA,BYFS,BSCS,261010490.0,2026-05-11,26050904374.0,P,26.0,2026-05-09,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140512.0,CNSG,N,N,3106.4,3020.8,165,549.1,1705724.24,0.0,2089612.0,104480.6,0.0,0.0,0.0,104481.0,0.0,0.0,0.0,0.0,0.0,,2194093.0,0.0,E,DCLA,20700.0,,0.0,SB00D9A81A
ADRA,BYFS,BSCS,261010495.0,2026-05-11,26050928736.0,P,27.0,2026-05-10,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140556.0,CNSG,N,N,3029.0,2982.0,165,549.1,1663223.9,0.0,2029628.0,101481.4,0.0,0.0,0.0,101482.0,0.0,0.0,0.0,0.0,0.0,,2131110.0,0.0,E,DCLA,20250.0,,0.0,SB00D9ADCF
ADRA,BYFS,BSCS,261010496.0,2026-05-12,26051000392.0,P,28.0,2026-05-10,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140560.0,CNSG,N,N,3091.2,3091.2,165,549.1,1697377.92,0.0,2049590.0,102479.5,0.0,0.0,0.0,102480.0,0.0,0.0,0.0,0.0,0.0,,2152070.0,0.0,E,DPO,254622.14,,0.0,SB00D9AF49
ADRA,BYFS,BSCS,261010501.0,2026-05-13,26050728109.0,P,29.0,2026-05-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140628.0,CNSG,N,N,4574.2,4526.6,165,549.1,2511693.22,0.0,3030351.0,151517.55,0.0,0.0,0.0,151518.0,0.0,0.0,0.0,0.0,0.0,,3181869.0,0.0,E,DCLA,34800.0,,0.0,SB00D9B7F2
ADRA,BYFS,BSCS,261010359.0,2026-04-11,26033015752.0,P,3.0,2026-04-10,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140452.0,CNSG,N,N,4595.6,4563.4,165,549.1,2523443.96,0.0,3209540.0,160477.0,0.0,0.0,0.0,160477.0,0.0,0.0,0.0,0.0,0.0,,3370017.0,0.0,E,DCLA,52200.0,,0.0,SB00D8D4D6
ADRA,BYFS,BSCS,261010504.0,2026-05-13,26051221685.0,P,30.0,2026-05-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926052154140658.0,CNSG,N,N,4082.2,4059.8,165,549.1,2241536.02,0.0,2783400.0,139170.0,0.0,0.0,0.0,139170.0,0.0,0.0,0.0,0.0,0.0,,2922570.0,0.0,E,DCLA,34800.0,,0.0,SB00D9BCDF
ADRA,BYFS,BSCS,261010367.0,2026-04-13,26041018693.0,P,4.0,2026-04-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140548.0,CNSG,N,N,4122.4,4118.6,165,549.1,2263609.84,0.0,3137758.0,156887.9,0.0,0.0,0.0,156888.0,0.0,0.0,0.0,0.0,0.0,,3294646.0,0.0,E,DCLA,46800.0,,0.0,SB00D8E1F2
ADRA,BYFS,BSCS,261010370.0,2026-04-14,26041219168.0,P,5.0,2026-04-12,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140588.0,CNSG,N,N,4560.8,4492.0,165,549.1,2504335.28,0.0,3052059.0,152602.95,0.0,0.0,0.0,152603.0,0.0,0.0,0.0,0.0,0.0,,3204662.0,0.0,E,DCLA,26100.0,,0.0,SB00D8E670
ADRA,BYFS,BSCS,261010375.0,2026-04-15,26041402290.0,P,6.0,2026-04-14,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140632.0,CNSG,N,N,3041.4,3002.2,165,549.1,1670032.74,0.0,2053072.0,102653.6,0.0,0.0,0.0,102654.0,0.0,0.0,0.0,0.0,0.0,,2155726.0,0.0,E,DCLA,27000.0,,0.0,SB00D8EE08
ADRA,BYFS,BSCS,261010374.0,2026-04-15,26041219238.0,P,7.0,2026-04-14,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140628.0,CNSG,N,N,4469.0,4297.0,165,549.1,2453927.9,0.0,2963126.0,148156.3,0.0,0.0,0.0,148157.0,0.0,0.0,0.0,0.0,0.0,,3111283.0,0.0,E,DPO,368111.53,,0.0,SB00D8EDCE
ADRA,BYFS,BSCS,261010388.0,2026-04-18,26041419333.0,P,8.0,2026-04-16,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140794.0,CNSG,N,N,4588.8,4557.4,165,549.1,2519710.08,0.0,3221600.0,161080.0,0.0,0.0,0.0,161080.0,0.0,0.0,0.0,0.0,0.0,,3382680.0,0.0,E,DCLA,52200.0,,0.0,SB00D90689
ADRA,BYFS,BSCS,261010391.0,2026-04-19,26041719394.0,P,9.0,2026-04-18,1011290.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042154140808.0,CNSG,N,N,4570.0,4503.6,165,549.1,2509387.0,0.0,3080433.0,154021.65,0.0,0.0,0.0,154022.0,0.0,0.0,0.0,0.0,0.0,,3234455.0,0.0,E,DCLA,34800.0,,0.0,SB00D90879
ADRA,CBSP,BSCS,262017380.0,2026-04-20,26041612806.0,P,10.0,2026-04-19,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042120081766.0,CNSR,N,N,4061.6,3808.0,145A,1228.0,4987644.8,1473.6,4989119.0,0.0,124727.98,124727.98,0.0,249456.0,0.0,0.0,0.0,0.0,0.0,,5238575.0,0.0,E,POL1,1473.6,,0.0,SB00D9107C
ADRA,CBSP,BSCS,262017394.0,2026-04-24,26041112500.0,P,11.0,2026-04-22,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042120082214.0,CNSR,N,N,4053.8,3787.4,145A,1228.0,4978066.4,2456.0,4980523.0,0.0,124513.08,124513.08,0.0,249027.0,0.0,0.0,0.0,0.0,0.0,,5229550.0,0.0,E,POL1,2456.0,,0.0,SB00D9310C
ADRA,CBSP,BSCS,262017396.0,2026-04-25,26041626915.0,P,12.0,2026-04-23,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042120082264.0,CNSR,N,N,3920.0,3920.0,145A,1228.0,4813760.0,0.0,4899720.0,0.0,122493.0,122493.0,0.0,244986.0,0.0,0.0,0.0,0.0,0.0,,5144706.0,0.0,E,FAUC,85960.0,,0.0,SB00D936B2
ADRA,CBSP,BSCS,262017412.0,2026-04-30,26041821626.0,P,13.0,2026-04-28,2991120.0,SAIL,21AAACS7062F2ZP,SAIL,20AAACS7062FAZJ,21AAAGM0289C1ZV,9926042120082770.0,CNSR,N,N,4063.4,3856.4,145A,1228.0,4989855.2,4420.8,4994276.0,0.0,124856.9,124856.9,0.0,249714.0,0.0,0.0,0.0,0.0,0.0,,5243990.0,0.0,E,POL1,4420.8,,0.0,SB00D95E46
